created_at,kind,userid,playlist.artwork_url,playlist.created_at,playlist.duration,playlist.id,playlist.kind,playlist.last_modified,playlist.likes_count,playlist.managed_by_feeds,playlist.permalink,playlist.permalink_url,playlist.public,playlist.reposts_count,playlist.secret_token,playlist.sharing,playlist.title,playlist.track_count,playlist.uri,playlist.user_id,playlist.set_type,playlist.is_album,playlist.published_at,playlist.release_date,playlist.display_date,playlist.user.avatar_url,playlist.user.first_name,playlist.user.followers_count,playlist.user.full_name,playlist.user.id,playlist.user.kind,playlist.user.last_modified,playlist.user.last_name,playlist.user.permalink,playlist.user.permalink_url,playlist.user.uri,playlist.user.urn,playlist.user.username,playlist.user.verified,playlist.user.city,playlist.user.country_code,playlist.user.badges.pro,playlist.user.badges.pro_unlimited,playlist.user.badges.verified,playlist.user.station_urn,playlist.user.station_permalink
2014-05-29T09:26:25Z,like,10017,https://i1.sndcdn.com/artworks-000080234984-fsgxkx-large.jpg,2014-05-23T02:55:57Z,850328,36175374,playlist,2014-05-27T23:28:12Z,181,False,we-gotcha-lp-combination-2,https://soundcloud.com/mcsingingfats/sets/we-gotcha-lp-combination-2,True,40,,public,We Gotcha LP Combination 2 - MC Fats Collective,16,https://api.soundcloud.com/playlists/36175374,65755961,album,True,,,2014-05-23T02:55:57Z,https://i1.sndcdn.com/avatars-000059859442-fj3u4a-large.jpg,,3832,,65755961,user,2017-03-30T15:52:24Z,,mcsingingfats,https://soundcloud.com/mcsingingfats,https://api.soundcloud.com/users/65755961,soundcloud:users:65755961,mcsingingfats,False,London,GB,False,False,False,soundcloud:system-playlists:artist-stations:65755961,artist-stations:65755961
2014-03-07T07:13:09Z,like,10017,https://i1.sndcdn.com/artworks-000072630493-jz0hhf-large.jpg,2014-03-05T04:18:45Z,218712,25592979,playlist,2014-03-05T05:08:20Z,120,False,we-gotcha-ep-2,https://soundcloud.com/mcsingingfats/sets/we-gotcha-ep-2,True,18,,public,We Gotcha EP 2 - MC Fats Collective,4,https://api.soundcloud.com/playlists/25592979,65755961,,False,,,2014-03-05T04:18:45Z,https://i1.sndcdn.com/avatars-000059859442-fj3u4a-large.jpg,,3832,,65755961,user,2017-03-30T15:52:24Z,,mcsingingfats,https://soundcloud.com/mcsingingfats,https://api.soundcloud.com/users/65755961,soundcloud:users:65755961,mcsingingfats,False,London,GB,False,False,False,soundcloud:system-playlists:artist-stations:65755961,artist-stations:65755961
2014-02-26T03:46:13Z,like,10017,https://i1.sndcdn.com/artworks-000069523554-u5pzjk-large.jpg,2014-01-31T14:03:39Z,3542863,21860708,playlist,2014-01-31T14:05:33Z,212,False,warehouse-music-bbh028,https://soundcloud.com/chronicrecs/sets/warehouse-music-bbh028,True,30,,public,Warehouse Music [BBH028],24,https://api.soundcloud.com/playlists/21860708,45017228,,False,,,2014-01-31T14:03:39Z,https://i1.sndcdn.com/avatars-nrJtOlyoyzCPMILA-suq2Lw-large.jpg,Chronic ,9565,Chronic  Records,45017228,user,2021-11-17T14:34:36Z,Records,chronicrecs,https://soundcloud.com/chronicrecs,https://api.soundcloud.com/users/45017228,soundcloud:users:45017228,CHRONIC RECORDS,False,London,,False,True,False,soundcloud:system-playlists:artist-stations:45017228,artist-stations:45017228
2013-11-11T19:38:31Z,like,10017,https://i1.sndcdn.com/artworks-000062333271-4zlqpc-large.jpg,2013-11-09T22:47:28Z,1742262,14225929,playlist,2013-11-10T00:21:33Z,248,False,wegotcha,https://soundcloud.com/mcsingingfats/sets/wegotcha,True,42,,public,wegotcha,36,https://api.soundcloud.com/playlists/14225929,65755961,album,True,,,2013-11-09T22:47:28Z,https://i1.sndcdn.com/avatars-000059859442-fj3u4a-large.jpg,,3832,,65755961,user,2017-03-30T15:52:24Z,,mcsingingfats,https://soundcloud.com/mcsingingfats,https://api.soundcloud.com/users/65755961,soundcloud:users:65755961,mcsingingfats,False,London,GB,False,False,False,soundcloud:system-playlists:artist-stations:65755961,artist-stations:65755961
2020-10-19T00:15:24Z,like,10020,https://i1.sndcdn.com/artworks-000138365322-zxjk3u-large.jpg,2015-12-04T10:07:48Z,11360541,171923058,playlist,2015-12-04T10:26:05Z,78412,False,as-beautiful-as-it-sounds,https://soundcloud.com/user-961145082/sets/as-beautiful-as-it-sounds,True,4470,,public,As Beautiful As It Sounds,39,https://api.soundcloud.com/playlists/171923058,180441394,,False,,,2015-12-04T10:07:48Z,https://i1.sndcdn.com/avatars-6zNgYbJ8kzGPrVKo-OqtHnQ-large.jpg,,4495,,180441394,user,2021-01-22T10:46:15Z,,user-961145082,https://soundcloud.com/user-961145082,https://api.soundcloud.com/users/180441394,soundcloud:users:180441394,Indiemono,False,,,False,False,False,soundcloud:system-playlists:artist-stations:180441394,artist-stations:180441394
2015-06-03T10:15:14Z,like,10023,https://i1.sndcdn.com/artworks-000148275916-u0d4ff-large.jpg,2015-02-22T13:53:51Z,3412869,83298800,playlist,2016-03-29T14:44:53Z,3,False,last-approach,https://soundcloud.com/lastapproach/sets/last-approach,True,0,,public,Life Goes On (2016),12,https://api.soundcloud.com/playlists/83298800,54661774,,False,,2016-01-10T00:00:00Z,2015-02-22T13:53:51Z,https://i1.sndcdn.com/avatars-000069133328-n4f4ek-large.jpg,,48,,54661774,user,2017-03-06T17:25:09Z,,lastapproach,https://soundcloud.com/lastapproach,https://api.soundcloud.com/users/54661774,soundcloud:users:54661774,Last Approach,False,Anglesey,GB,False,False,False,soundcloud:system-playlists:artist-stations:54661774,artist-stations:54661774
2022-02-19T19:40:18Z,like,10024,https://i1.sndcdn.com/artworks-vwuuFmhgMzPcdxjq-WqzX2A-large.jpg,2022-02-18T11:18:24Z,725994,1397366851,playlist,2022-02-18T11:44:34Z,20,False,ones-conga-2,https://soundcloud.com/certainones/sets/ones-conga-2,True,7,,public,ONES/CONGA 2,4,https://api.soundcloud.com/playlists/1397366851,30039910,,False,2022-02-18T11:18:24Z,2022-02-18T00:00:00Z,2022-02-18T11:18:24Z,https://i1.sndcdn.com/avatars-CQKdRUIpJVslEi7R-p7mgUw-large.jpg,-ALWAYS DO IT ALL WAYS-,3943,-ALWAYS DO IT ALL WAYS-,30039910,user,2022-02-18T11:45:04Z,,certainones,https://soundcloud.com/certainones,https://api.soundcloud.com/users/30039910,soundcloud:users:30039910,CERTAIN.ONES,False,No Known Origin,,False,True,False,soundcloud:system-playlists:artist-stations:30039910,artist-stations:30039910
2021-12-22T22:53:50Z,like,10024,https://i1.sndcdn.com/artworks-IkIY6hwDgA5KR4Pr-nT5wVA-large.jpg,2021-12-21T16:01:01Z,509467,1367016997,playlist,2021-12-21T16:01:02Z,2,False,press-play-on-tape-the-beat-tape,https://soundcloud.com/lucazanoski/sets/press-play-on-tape-the-beat-tape,True,1,,public,PRESS PLAY ON TAPE - The beat tape,5,https://api.soundcloud.com/playlists/1367016997,88603068,ep,True,2021-12-21T16:01:01Z,2021-12-21T00:00:00Z,2021-12-21T16:01:01Z,https://i1.sndcdn.com/avatars-000210127084-ldf8hb-large.jpg,,285,,88603068,user,2022-01-12T08:51:07Z,,lucazanoski,https://soundcloud.com/lucazanoski,https://api.soundcloud.com/users/88603068,soundcloud:users:88603068,Luca Zanoski,False,Rimini,IT,False,False,False,soundcloud:system-playlists:artist-stations:88603068,artist-stations:88603068
2021-05-30T13:21:04Z,like,10024,https://i1.sndcdn.com/artworks-OSISHxJaZkwOce8y-6dtzQQ-large.jpg,2021-05-30T05:56:37Z,1083455,1264720933,playlist,2021-07-23T07:27:27Z,2,False,top-style,https://soundcloud.com/davidiere/sets/top-style,True,0,,public,top style,6,https://api.soundcloud.com/playlists/1264720933,563004957,,False,2021-05-30T05:56:37Z,,2021-05-30T05:56:37Z,https://i1.sndcdn.com/avatars-9YSdWN1F7kftzkKc-vLFeeg-large.jpg,TUBO,1362,TUBO DJ,563004957,user,2022-02-26T17:14:54Z,DJ,davidiere,https://soundcloud.com/davidiere,https://api.soundcloud.com/users/563004957,soundcloud:users:563004957,TUBO DJ,False,BOLOGNA,IT,False,True,False,soundcloud:system-playlists:artist-stations:563004957,artist-stations:563004957
2021-04-17T17:17:46Z,like,10024,,2021-04-17T15:26:39Z,3850991,1244049973,playlist,2021-05-09T19:30:44Z,10,False,easy-vibin,https://soundcloud.com/ace-ha/sets/easy-vibin,True,1,,public,Easy Vibin',23,https://api.soundcloud.com/playlists/1244049973,1589910,,False,2021-04-17T15:26:39Z,,2021-04-17T15:26:39Z,https://i1.sndcdn.com/avatars-Bjo0RqzdmAgSxm5L-4hbWwQ-large.jpg,twitter.com/AceHa,2364,twitter.com/AceHa,1589910,user,2022-02-16T19:05:08Z,,ace-ha,https://soundcloud.com/ace-ha,https://api.soundcloud.com/users/1589910,soundcloud:users:1589910,Ace Ha Beats,False,Los Angeles,US,False,True,False,soundcloud:system-playlists:artist-stations:1589910,artist-stations:1589910
