created_at,kind,userid,playlist.artwork_url,playlist.created_at,playlist.duration,playlist.id,playlist.kind,playlist.last_modified,playlist.likes_count,playlist.managed_by_feeds,playlist.permalink,playlist.permalink_url,playlist.public,playlist.reposts_count,playlist.secret_token,playlist.sharing,playlist.title,playlist.track_count,playlist.uri,playlist.user_id,playlist.set_type,playlist.is_album,playlist.published_at,playlist.release_date,playlist.display_date,playlist.user.avatar_url,playlist.user.first_name,playlist.user.followers_count,playlist.user.full_name,playlist.user.id,playlist.user.kind,playlist.user.last_modified,playlist.user.last_name,playlist.user.permalink,playlist.user.permalink_url,playlist.user.uri,playlist.user.urn,playlist.user.username,playlist.user.verified,playlist.user.city,playlist.user.country_code,playlist.user.badges.pro,playlist.user.badges.pro_unlimited,playlist.user.badges.verified,playlist.user.station_urn,playlist.user.station_permalink
2021-12-01T06:09:51Z,like,14434,https://i1.sndcdn.com/artworks-dWabyMQuuTdxlXqn-P4qL9g-large.jpg,2020-06-27T21:16:14Z,3790654,1081163845,playlist,2020-12-30T11:35:42Z,228,False,ukfs-2020-series,https://soundcloud.com/ukf/sets/ukfs-2020-series,True,31,,public,UKF's 2020 Series,15,https://api.soundcloud.com/playlists/1081163845,415653,album,True,2020-06-27T21:16:14Z,2020-12-02T00:00:00Z,2020-06-27T21:16:14Z,https://i1.sndcdn.com/avatars-mQjZGwGDZGWp6Hei-VgEqew-large.jpg,UKF.com,267633,UKF.com,415653,user,2022-02-24T12:22:18Z,,ukf,https://soundcloud.com/ukf,https://api.soundcloud.com/users/415653,soundcloud:users:415653,UKF,True,London,GB,False,True,True,soundcloud:system-playlists:artist-stations:415653,artist-stations:415653
2021-11-30T11:53:41Z,like,14434,https://i1.sndcdn.com/artworks-000453071019-usa5vv-large.jpg,2013-09-16T14:51:02Z,27553003,10502560,playlist,2018-12-04T16:28:41Z,1542,False,mixes,https://soundcloud.com/featurecast/sets/mixes,True,231,,public,DJ Mixes,11,https://api.soundcloud.com/playlists/10502560,36797,,False,,,2013-09-16T14:51:02Z,https://i1.sndcdn.com/avatars-000536711064-3c52bn-large.jpg,Lee,80445,Lee Mintram,36797,user,2021-09-30T08:25:38Z,Mintram,featurecast,https://soundcloud.com/featurecast,https://api.soundcloud.com/users/36797,soundcloud:users:36797,Featurecast,True,Southampton,,False,True,True,soundcloud:system-playlists:artist-stations:36797,artist-stations:36797
2021-11-02T05:57:26Z,like,14434,https://i1.sndcdn.com/artworks-yyWQyPvvLLeaspqz-NylOTQ-large.jpg,2021-10-24T00:43:05Z,611266,1335964369,playlist,2021-10-24T02:31:16Z,8,False,underworld-vol1,https://soundcloud.com/pulp-glitchin-official/sets/underworld-vol1,True,3,,public,Underworld VOL1,2,https://api.soundcloud.com/playlists/1335964369,48299342,ep,True,2021-10-24T02:03:45Z,2021-10-24T00:00:00Z,2021-10-24T02:03:45Z,https://i1.sndcdn.com/avatars-mkLYXtajy4ErZAuw-P2XI2g-large.jpg,,927,,48299342,user,2022-01-12T14:34:29Z,,pulp-glitchin-official,https://soundcloud.com/pulp-glitchin-official,https://api.soundcloud.com/users/48299342,soundcloud:users:48299342,Pulp Glitchin' Records,False,Perth,AU,False,True,False,soundcloud:system-playlists:artist-stations:48299342,artist-stations:48299342
2021-10-31T04:35:29Z,like,14434,,2021-06-26T02:39:38Z,360974366,1278046669,playlist,2022-02-25T11:07:34Z,1,False,kizzaz-fave-dnb-sets-podcasts,https://soundcloud.com/kieran-ghetz-lifted/sets/kizzaz-fave-dnb-sets-podcasts,True,0,,public,"KizZaZ fave DnB sets, podcasts & radio shows #4",89,https://api.soundcloud.com/playlists/1278046669,16061265,,False,2021-06-26T02:39:38Z,,2021-06-26T02:39:38Z,https://i1.sndcdn.com/avatars-000033162336-wrb5xc-large.jpg,Kieran,298,Kieran Lifted,16061265,user,2021-05-17T12:17:34Z,Lifted,kieran-ghetz-lifted,https://soundcloud.com/kieran-ghetz-lifted,https://api.soundcloud.com/users/16061265,soundcloud:users:16061265,Kieran Ghetz Lifted,False,Straya,,False,False,False,soundcloud:system-playlists:artist-stations:16061265,artist-stations:16061265
2021-10-31T04:35:12Z,like,14434,,2021-06-20T01:58:46Z,727377300,1275140509,playlist,2022-02-27T22:50:57Z,2,False,more-sets-i-need-to-listen-to,https://soundcloud.com/kieran-ghetz-lifted/sets/more-sets-i-need-to-listen-to,True,0,,public,more sets I need to listen to,173,https://api.soundcloud.com/playlists/1275140509,16061265,,False,2021-06-20T01:58:46Z,,2021-06-20T01:58:46Z,https://i1.sndcdn.com/avatars-000033162336-wrb5xc-large.jpg,Kieran,298,Kieran Lifted,16061265,user,2021-05-17T12:17:34Z,Lifted,kieran-ghetz-lifted,https://soundcloud.com/kieran-ghetz-lifted,https://api.soundcloud.com/users/16061265,soundcloud:users:16061265,Kieran Ghetz Lifted,False,Straya,,False,False,False,soundcloud:system-playlists:artist-stations:16061265,artist-stations:16061265
2021-09-25T13:39:31Z,like,14434,https://i1.sndcdn.com/artworks-000096082962-hsfqf8-large.jpg,2014-07-19T18:21:12Z,283169970,44025766,playlist,2022-02-22T14:45:20Z,2490,False,blackout-podcast,https://soundcloud.com/blackoutmusicnl/sets/blackout-podcast,True,338,,public,Blackout Podcast,88,https://api.soundcloud.com/playlists/44025766,39006678,,False,,,2014-07-19T18:21:12Z,https://i1.sndcdn.com/avatars-D6E36tlMClC5yy5w-cLkPHQ-large.jpg,,54917,,39006678,user,2022-02-22T14:41:44Z,,blackoutmusicnl,https://soundcloud.com/blackoutmusicnl,https://api.soundcloud.com/users/39006678,soundcloud:users:39006678,Blackout Music NL,True,Utrecht,NL,False,True,True,soundcloud:system-playlists:artist-stations:39006678,artist-stations:39006678
2021-04-05T17:12:52Z,like,14434,,2021-03-29T07:57:56Z,543112,1234080637,playlist,2021-03-29T08:36:26Z,4,False,dan-discover-blues-bass-ep,https://soundcloud.com/dandiscover/sets/dan-discover-blues-bass-ep,True,0,,public,Blues Bass EP,2,https://api.soundcloud.com/playlists/1234080637,14434,,False,2021-03-29T07:57:56Z,2021-03-29T00:00:00Z,2021-03-29T07:57:56Z,https://i1.sndcdn.com/avatars-000153972649-b13q7z-large.jpg,Daniel,926,Daniel Ross,14434,user,2022-01-01T00:43:41Z,Ross,dandiscover,https://soundcloud.com/dandiscover,https://api.soundcloud.com/users/14434,soundcloud:users:14434,Dan Discover,False,Perth,AU,False,True,False,soundcloud:system-playlists:artist-stations:14434,artist-stations:14434
2021-03-29T08:30:04Z,like,14434,https://i1.sndcdn.com/artworks-JkNR0LP6wn7SFeRm-xGyahA-large.jpg,2021-03-18T03:34:40Z,543112,1228195576,playlist,2021-03-29T11:13:51Z,51,False,dan-discover-blues-bass,https://soundcloud.com/pulp-glitchin-official/sets/dan-discover-blues-bass,True,41,,public,Dan Discover - Blues Bass EP,2,https://api.soundcloud.com/playlists/1228195576,48299342,ep,True,2021-03-29T05:34:06Z,2021-03-26T00:00:00Z,2021-03-29T05:34:06Z,https://i1.sndcdn.com/avatars-mkLYXtajy4ErZAuw-P2XI2g-large.jpg,,927,,48299342,user,2022-01-12T14:34:29Z,,pulp-glitchin-official,https://soundcloud.com/pulp-glitchin-official,https://api.soundcloud.com/users/48299342,soundcloud:users:48299342,Pulp Glitchin' Records,False,Perth,AU,False,True,False,soundcloud:system-playlists:artist-stations:48299342,artist-stations:48299342
2020-12-05T11:39:03Z,like,14434,https://i1.sndcdn.com/artworks-000117111145-dcvb0r-large.jpg,2014-07-21T06:33:53Z,119681182,44183580,playlist,2019-10-30T08:48:40Z,4,False,isolate-dj-mixes,https://soundcloud.com/dandiscover/sets/isolate-dj-mixes,True,1,,public,Isolate - DJ Mixes,26,https://api.soundcloud.com/playlists/44183580,14434,,False,,,2014-07-21T06:33:53Z,https://i1.sndcdn.com/avatars-000153972649-b13q7z-large.jpg,Daniel,926,Daniel Ross,14434,user,2022-01-01T00:43:41Z,Ross,dandiscover,https://soundcloud.com/dandiscover,https://api.soundcloud.com/users/14434,soundcloud:users:14434,Dan Discover,False,Perth,AU,False,True,False,soundcloud:system-playlists:artist-stations:14434,artist-stations:14434
2020-10-21T11:54:27Z,like,14434,,2020-07-07T06:48:35Z,14545398,1087326229,playlist,2020-08-30T18:42:54Z,97,False,rinse-fm-shows-summer-2020,https://soundcloud.com/t-e-e-d/sets/rinse-fm-shows-summer-2020,True,12,,public,Rinse FM Shows - Summer 2020,4,https://api.soundcloud.com/playlists/1087326229,802294,,False,2020-07-07T06:48:35Z,,2020-07-07T06:48:35Z,https://i1.sndcdn.com/avatars-QiHV4nVlYDmGOD04-s8YgSw-large.jpg,Totally Enormous,705916,Totally Enormous Extinct Dinosaurs,802294,user,2021-03-09T14:30:16Z,Extinct Dinosaurs,t-e-e-d,https://soundcloud.com/t-e-e-d,https://api.soundcloud.com/users/802294,soundcloud:users:802294,Totally Enormous Extinct Dinosaurs,True,Oxford,,False,True,True,soundcloud:system-playlists:artist-stations:802294,artist-stations:802294
