created_at,kind,userid,playlist.artwork_url,playlist.created_at,playlist.duration,playlist.id,playlist.kind,playlist.last_modified,playlist.likes_count,playlist.managed_by_feeds,playlist.permalink,playlist.permalink_url,playlist.public,playlist.reposts_count,playlist.secret_token,playlist.sharing,playlist.title,playlist.track_count,playlist.uri,playlist.user_id,playlist.set_type,playlist.is_album,playlist.published_at,playlist.release_date,playlist.display_date,playlist.user.avatar_url,playlist.user.first_name,playlist.user.followers_count,playlist.user.full_name,playlist.user.id,playlist.user.kind,playlist.user.last_modified,playlist.user.last_name,playlist.user.permalink,playlist.user.permalink_url,playlist.user.uri,playlist.user.urn,playlist.user.username,playlist.user.verified,playlist.user.city,playlist.user.country_code,playlist.user.badges.pro,playlist.user.badges.pro_unlimited,playlist.user.badges.verified,playlist.user.station_urn,playlist.user.station_permalink
2015-07-20T22:23:29Z,like,8766,https://i1.sndcdn.com/artworks-000021813512-7gywvd-large.jpg,2010-03-25T01:48:08Z,2916228,122618,playlist,2015-02-20T22:52:46Z,19,False,remixes-277,https://soundcloud.com/grayhound/sets/remixes-277,True,1,,public,Remixes,7,https://api.soundcloud.com/playlists/122618,444189,,False,,,2010-03-25T01:48:08Z,https://i1.sndcdn.com/avatars-000013638940-p5qsxm-large.jpg,Garth,4039,Garth,444189,user,2015-08-19T05:14:33Z,,grayhound,https://soundcloud.com/grayhound,https://api.soundcloud.com/users/444189,soundcloud:users:444189,Garth - Hound,False,Los Angeles/San Francisco,US,False,False,False,soundcloud:system-playlists:artist-stations:444189,artist-stations:444189
2014-02-05T01:01:28Z,like,8766,https://i1.sndcdn.com/artworks-000069782200-ap20qq-large.jpg,2014-01-20T15:48:12Z,359425,20679869,playlist,2015-10-13T14:45:13Z,119,False,stefano-noferini-body-french,https://soundcloud.com/stefano-noferini/sets/stefano-noferini-body-french,True,37,,public,Stefano Noferini - Body French EP [Deeperfect],2,https://api.soundcloud.com/playlists/20679869,958505,ep,True,,2014-02-03T00:00:00Z,2014-01-20T15:48:12Z,https://i1.sndcdn.com/avatars-mcU0On7r473vJ4fk-pkbccQ-large.jpg,STEFANO,110097,STEFANO NOFERINI,958505,user,2022-02-03T15:17:58Z,NOFERINI,stefano-noferini,https://soundcloud.com/stefano-noferini,https://api.soundcloud.com/users/958505,soundcloud:users:958505,STEFANO NOFERINI,True,FLORENCE,IT,False,True,True,soundcloud:system-playlists:artist-stations:958505,artist-stations:958505
2013-08-10T06:43:55Z,like,8766,https://i1.sndcdn.com/artworks-000054646167-uxgil6-large.jpg,2013-08-06T10:45:14Z,360288,8664239,playlist,2015-10-13T14:36:53Z,161,False,dc116-slam-movement-drumcode,https://soundcloud.com/drumcode/sets/dc116-slam-movement-drumcode,True,25,,public,DC116 - Slam - Movement - Drumcode,3,https://api.soundcloud.com/playlists/8664239,182049,ep,True,,2013-08-12T00:00:00Z,2013-08-06T10:45:14Z,https://i1.sndcdn.com/avatars-YONbIGNcUsd7DYo4-MuTz7g-large.jpg,,277723,,182049,user,2022-02-11T10:51:02Z,,drumcode,https://soundcloud.com/drumcode,https://api.soundcloud.com/users/182049,soundcloud:users:182049,Drumcode,True,Stockholm,SE,False,True,True,soundcloud:system-playlists:artist-stations:182049,artist-stations:182049
2021-10-06T08:30:07Z,like,8767,https://i1.sndcdn.com/artworks-1B7qoYmUDaPRVgYA-RagZKA-large.jpg,2021-06-15T21:09:45Z,2620394,1273059484,playlist,2021-10-05T14:13:04Z,60,False,arch-002-the-way-we-descend,https://soundcloud.com/sweatlodgeagency/sets/arch-002-the-way-we-descend,True,12,,public,arch 002 - Various -  'The Way We Descend',10,https://api.soundcloud.com/playlists/1273059484,425492,,False,2021-10-05T14:13:03Z,2021-10-05T00:00:00Z,2021-10-05T14:13:03Z,https://i1.sndcdn.com/avatars-4UMSUopPrdCgHxk9-LIBHyw-large.jpg,,4089,,425492,user,2022-02-01T18:25:21Z,,sweatlodgeagency,https://soundcloud.com/sweatlodgeagency,https://api.soundcloud.com/users/425492,soundcloud:users:425492,Sweat Lodge,False,Berlin,DE,False,True,False,soundcloud:system-playlists:artist-stations:425492,artist-stations:425492
2021-08-17T08:34:01Z,like,8767,https://i1.sndcdn.com/artworks-OrDSxUa6tOsUQF4f-e9zLsQ-large.jpg,2020-09-15T10:08:20Z,230191,1128897583,playlist,2021-10-27T20:53:11Z,2,False,live-soundtrack-fashion-film-by-dewi-jacqnoise-x-error-instruments-19-aug-1,https://soundcloud.com/jacqnoise/sets/live-soundtrack-fashion-film-by-dewi-jacqnoise-x-error-instruments-19-aug-1,True,0,,public,Live soundtrack fashion film by DE/WI  | JacqNoise X Error Instruments | 19 Aug | #1,1,https://api.soundcloud.com/playlists/1128897583,716072989,,False,2020-09-15T10:08:20Z,2020-08-19T00:00:00Z,2020-09-15T10:08:20Z,https://i1.sndcdn.com/avatars-hTkqs5jBGULKvDlT-jAQjKw-large.jpg,Jacq,107,Jacq Noise,716072989,user,2022-02-10T21:13:37Z,Noise,jacqnoise,https://soundcloud.com/jacqnoise,https://api.soundcloud.com/users/716072989,soundcloud:users:716072989,JacqNoise,False,Berlin,,False,True,False,soundcloud:system-playlists:artist-stations:716072989,artist-stations:716072989
2021-06-29T11:10:19Z,like,8767,,2021-06-18T20:26:29Z,3705652,1274555443,playlist,2021-06-19T16:54:11Z,5,False,proof-of-work,https://soundcloud.com/timtation/sets/proof-of-work,True,0,,public,Proof of Work,5,https://api.soundcloud.com/playlists/1274555443,8101,,False,2021-06-18T20:26:29Z,,2021-06-18T20:26:29Z,https://i1.sndcdn.com/avatars-000201254157-thz0cp-large.jpg,,535,,8101,user,2021-06-20T12:30:54Z,,timtation,https://soundcloud.com/timtation,https://api.soundcloud.com/users/8101,soundcloud:users:8101,timtation,False,Berlin,DE,True,False,False,soundcloud:system-playlists:artist-stations:8101,artist-stations:8101
2021-02-10T08:45:29Z,like,8767,https://i1.sndcdn.com/artworks-PCoN2eTv8NqEQj4p-6bDv9A-large.jpg,2021-01-27T16:32:00Z,1352935,1201915276,playlist,2021-02-01T17:50:36Z,116,False,muench-maccaja-ep-incl-feral,https://soundcloud.com/endofperception/sets/muench-maccaja-ep-incl-feral,True,26,,public,Münch - Maccaja Ep (Incl. Feral Tool Rework),6,https://api.soundcloud.com/playlists/1201915276,385965209,,False,2021-01-27T17:18:26Z,2021-02-10T00:00:00Z,2021-01-27T17:18:26Z,https://i1.sndcdn.com/avatars-000451002924-oucb7w-large.jpg,,2531,,385965209,user,2021-05-28T07:58:23Z,,endofperception,https://soundcloud.com/endofperception,https://api.soundcloud.com/users/385965209,soundcloud:users:385965209,End Of Perception,False,Berlin,,False,True,False,soundcloud:system-playlists:artist-stations:385965209,artist-stations:385965209
2021-02-01T12:58:23Z,like,8767,https://i1.sndcdn.com/artworks-eWUfqN9jVjqM9UsH-QzEYWw-large.jpg,2020-12-01T11:36:09Z,1531090,1171462564,playlist,2020-12-01T11:36:12Z,94,False,simone-giudice-materia-semantica-125,https://soundcloud.com/semantica-records/sets/simone-giudice-materia-semantica-125,True,15,,public,Simone Giudice - Materia. SEMANTICA 125,13,https://api.soundcloud.com/playlists/1171462564,6220797,album,True,2020-12-01T11:36:09Z,2021-02-08T00:00:00Z,2020-12-01T11:36:09Z,https://i1.sndcdn.com/avatars-000071445662-kz7ux5-large.jpg,,23153,,6220797,user,2022-02-15T17:13:57Z,,semantica-records,https://soundcloud.com/semantica-records,https://api.soundcloud.com/users/6220797,soundcloud:users:6220797,Semantica Records,True,Madrid,ES,False,True,True,soundcloud:system-playlists:artist-stations:6220797,artist-stations:6220797
2020-12-07T09:29:42Z,like,8767,https://i1.sndcdn.com/artworks-AEDv9yyaHQKu5FTJ-p0WP7A-large.jpg,2020-11-19T11:40:09Z,393560,1165093435,playlist,2021-01-11T11:47:16Z,213,False,emeka-ogboh-beyond-the-yellow-haze,https://soundcloud.com/ostgutton-official/sets/emeka-ogboh-beyond-the-yellow-haze,True,36,,public,Emeka Ogboh | Beyond The Yellow Haze | A-TON LP11,5,https://api.soundcloud.com/playlists/1165093435,1690295,album,True,2020-11-24T10:06:28Z,2021-01-15T00:00:00Z,2020-11-24T10:06:28Z,https://i1.sndcdn.com/avatars-000012645524-6sro9y-large.jpg,Ostgut,114185,Ostgut Ton,1690295,user,2021-11-26T08:14:42Z,Ton,ostgutton-official,https://soundcloud.com/ostgutton-official,https://api.soundcloud.com/users/1690295,soundcloud:users:1690295,Ostgut Ton | A-TON | unterton,True,Berlin,DE,False,True,True,soundcloud:system-playlists:artist-stations:1690295,artist-stations:1690295
2020-11-11T17:53:19Z,like,8767,,2020-10-20T06:48:48Z,758257,1148659321,playlist,2020-10-20T06:49:24Z,1,False,factory,https://soundcloud.com/quatsch-2/sets/factory,True,0,,public,Factory,2,https://api.soundcloud.com/playlists/1148659321,10584049,,False,2020-10-20T06:48:48Z,,2020-10-20T06:48:48Z,https://i1.sndcdn.com/avatars-WosUBG2yybOtKRAp-UoVExQ-large.jpg,Simon,96,Simon Miallaud,10584049,user,2021-11-13T22:14:24Z,Miallaud,quatsch-2,https://soundcloud.com/quatsch-2,https://api.soundcloud.com/users/10584049,soundcloud:users:10584049,Quatsch,False,Avignon,FR,False,True,False,soundcloud:system-playlists:artist-stations:10584049,artist-stations:10584049
