created_at,kind,userid,playlist.artwork_url,playlist.created_at,playlist.duration,playlist.id,playlist.kind,playlist.last_modified,playlist.likes_count,playlist.managed_by_feeds,playlist.permalink,playlist.permalink_url,playlist.public,playlist.reposts_count,playlist.secret_token,playlist.sharing,playlist.title,playlist.track_count,playlist.uri,playlist.user_id,playlist.set_type,playlist.is_album,playlist.published_at,playlist.release_date,playlist.display_date,playlist.user.avatar_url,playlist.user.first_name,playlist.user.followers_count,playlist.user.full_name,playlist.user.id,playlist.user.kind,playlist.user.last_modified,playlist.user.last_name,playlist.user.permalink,playlist.user.permalink_url,playlist.user.uri,playlist.user.urn,playlist.user.username,playlist.user.verified,playlist.user.city,playlist.user.country_code,playlist.user.badges.pro,playlist.user.badges.pro_unlimited,playlist.user.badges.verified,playlist.user.station_urn,playlist.user.station_permalink
2015-02-07T08:27:03Z,like,23183,https://i1.sndcdn.com/artworks-000105808874-mykx9t-large.jpg,2015-02-06T12:14:59Z,2752331,78572221,playlist,2015-02-06T12:56:55Z,835,False,samuel-kerridge-always-offended-never-ashamed,https://soundcloud.com/factmag/sets/samuel-kerridge-always-offended-never-ashamed,True,141,,public,Samuel Kerridge - Always Offended Never Ashamed,7,https://api.soundcloud.com/playlists/78572221,603520,,False,,,2015-02-06T12:14:59Z,https://i1.sndcdn.com/avatars-nQaNtrrUM3bEutL5-3zBvuQ-large.jpg,Fact,158351,Fact Magazine,603520,user,2020-11-18T17:47:07Z,Magazine,factmag,https://soundcloud.com/factmag,https://api.soundcloud.com/users/603520,soundcloud:users:603520,Fact Magazine,True,London,GB,False,True,True,soundcloud:system-playlists:artist-stations:603520,artist-stations:603520
2021-11-11T01:57:51Z,like,23198,https://i1.sndcdn.com/artworks-Z9Rk1th82Xjj9XVB-MNEHjw-large.jpg,2020-11-20T00:48:33Z,8033359,1165448311,playlist,2021-12-01T00:36:55Z,338,False,music-for-podcasts-volume-1,https://soundcloud.com/yung-chomsky/sets/music-for-podcasts-volume-1,True,13,,public,Music for Podcasts: Volume 1,69,https://api.soundcloud.com/playlists/1165448311,418603470,,False,2020-11-20T00:58:35Z,,2020-11-20T00:58:35Z,https://i1.sndcdn.com/avatars-000418309074-tbppko-large.jpg,Yung,3188,Yung Chomsky,418603470,user,2022-01-26T00:57:44Z,Chomsky,yung-chomsky,https://soundcloud.com/yung-chomsky,https://api.soundcloud.com/users/418603470,soundcloud:users:418603470,Yung Chomsky,False,Brooklyn,US,False,True,False,soundcloud:system-playlists:artist-stations:418603470,artist-stations:418603470
2016-12-06T20:42:54Z,like,23198,https://i1.sndcdn.com/artworks-000118094296-18w8po-large.jpg,2015-05-11T13:52:06Z,1270839,106605472,playlist,2019-12-08T23:02:23Z,66,False,do-you-feel-ep,https://soundcloud.com/bliss-nova/sets/do-you-feel-ep,True,25,,public,Do You Feel EP,6,https://api.soundcloud.com/playlists/106605472,139591957,,False,,2015-05-24T00:00:00Z,2015-05-11T13:52:06Z,https://i1.sndcdn.com/avatars-wNrINOfeqyTvHGtM-OJfszw-large.jpg,,489,,139591957,user,2021-11-05T16:31:13Z,,bliss-nova,https://soundcloud.com/bliss-nova,https://api.soundcloud.com/users/139591957,soundcloud:users:139591957,Bliss Nova,False,Toledo,US,False,True,False,soundcloud:system-playlists:artist-stations:139591957,artist-stations:139591957
2016-11-11T07:57:09Z,like,23198,,2016-09-10T01:31:04Z,2218803,257933069,playlist,2016-09-30T02:29:10Z,713,False,terminal-5,https://soundcloud.com/loickessienofficial/sets/terminal-5,True,183,,public,Terminal 5,10,https://api.soundcloud.com/playlists/257933069,6394671,,False,2016-09-10T01:51:30Z,,2016-09-10T01:51:30Z,https://i1.sndcdn.com/avatars-000258761136-hw3b4b-large.jpg,Loick,3737,Loick Essien,6394671,user,2020-02-18T17:51:54Z,Essien,loickessienofficial,https://soundcloud.com/loickessienofficial,https://api.soundcloud.com/users/6394671,soundcloud:users:6394671,L O I C K,False,London,,False,False,False,soundcloud:system-playlists:artist-stations:6394671,artist-stations:6394671
2015-01-21T19:22:48Z,like,23198,,2014-09-02T16:08:45Z,313052,49285174,playlist,2017-11-06T16:49:02Z,618,False,playground-ep,https://soundcloud.com/luxurymusicuk/sets/playground-ep,True,167,,public,Playground EP,4,https://api.soundcloud.com/playlists/49285174,42413231,,False,2017-11-06T16:49:02Z,,2017-11-06T16:49:02Z,https://i1.sndcdn.com/avatars-Kmt3BwyoDA6zJ2ey-FXrobQ-large.jpg,,40122,,42413231,user,2022-02-24T10:47:53Z,,luxurymusicuk,https://soundcloud.com/luxurymusicuk,https://api.soundcloud.com/users/42413231,soundcloud:users:42413231,Lxury,True,,,False,False,True,soundcloud:system-playlists:artist-stations:42413231,artist-stations:42413231
2014-09-11T09:30:27Z,like,23198,https://i1.sndcdn.com/artworks-000074199184-2q5v8j-large.jpg,2014-03-21T18:10:49Z,955540,27541538,playlist,2014-04-07T20:56:52Z,1953,False,mid-city-island,https://soundcloud.com/mosessumney/sets/mid-city-island,True,378,,public,Mid-City Island,5,https://api.soundcloud.com/playlists/27541538,5667339,ep,True,,,2014-03-21T18:10:49Z,https://i1.sndcdn.com/avatars-000042839169-khfeu3-large.jpg,Moses,40001,Moses Sumney,5667339,user,2020-11-19T16:33:45Z,Sumney,mosessumney,https://soundcloud.com/mosessumney,https://api.soundcloud.com/users/5667339,soundcloud:users:5667339,Moses Sumney,True,Los Angeles,US,False,True,True,soundcloud:system-playlists:artist-stations:5667339,artist-stations:5667339
2013-12-03T18:51:03Z,like,23198,https://i1.sndcdn.com/artworks-000063900102-7wzxyh-large.jpg,2013-11-28T01:01:03Z,783848,15749820,playlist,2015-10-13T14:42:40Z,4666,False,flume-chet-faker-lockjaw,https://soundcloud.com/futureclassic/sets/flume-chet-faker-lockjaw,True,1302,,public,Flume & Chet Faker - Lockjaw,3,https://api.soundcloud.com/playlists/15749820,375,ep,True,,2013-01-22T00:00:00Z,2013-11-28T01:01:03Z,https://i1.sndcdn.com/avatars-YSnq2UBxC8KPiuHz-Dyoxwg-large.jpg,Future,565884,Future Classic,375,user,2022-02-24T03:27:51Z,Classic,futureclassic,https://soundcloud.com/futureclassic,https://api.soundcloud.com/users/375,soundcloud:users:375,future classic,True,Los Angeles / Sydney,,False,True,True,soundcloud:system-playlists:artist-stations:375,artist-stations:375
2013-10-17T06:20:25Z,like,23198,,2013-10-16T05:03:10Z,261248,12361704,playlist,2013-10-16T05:03:11Z,1,False,h-ween,https://soundcloud.com/reederbob/sets/h-ween,True,0,,public,H-ween,1,https://api.soundcloud.com/playlists/12361704,48737290,,False,,,2013-10-16T05:03:10Z,https://i1.sndcdn.com/avatars-000298899842-3rz36g-large.jpg,,18,,48737290,user,2018-02-08T09:43:38Z,,reederbob,https://soundcloud.com/reederbob,https://api.soundcloud.com/users/48737290,soundcloud:users:48737290,reederbob,False,,,False,False,False,soundcloud:system-playlists:artist-stations:48737290,artist-stations:48737290
2013-08-28T14:31:40Z,like,23198,https://i1.sndcdn.com/artworks-000055224347-m6uzu0-large.jpg,2013-08-13T19:47:50Z,495039,8962847,playlist,2015-10-13T14:37:17Z,85,False,mcr008,https://soundcloud.com/maincourserecs/sets/mcr008,True,11,,public,Wax Motif & Neoteric - Das Machines (MCR-008),2,https://api.soundcloud.com/playlists/8962847,7540332,ep,True,,2013-08-20T00:00:00Z,2013-08-13T19:47:50Z,https://i1.sndcdn.com/avatars-000007071227-v1iymf-large.jpg,@MainCourseRecs,52126,@MainCourseRecs,7540332,user,2020-11-20T15:19:58Z,,maincourserecs,https://soundcloud.com/maincourserecs,https://api.soundcloud.com/users/7540332,soundcloud:users:7540332,Main Course,True,WORLDWIDE,,False,True,True,soundcloud:system-playlists:artist-stations:7540332,artist-stations:7540332
2013-05-17T17:45:03Z,like,23198,https://i1.sndcdn.com/artworks-000048073322-n1nh45-large.jpg,2013-05-15T08:26:00Z,301872,5703642,playlist,2015-10-13T14:31:59Z,850,False,flight-facilities-i-didnt-2,https://soundcloud.com/futureclassic/sets/flight-facilities-i-didnt-2,True,188,,public,Flight Facilities - I Didn't Believe Remixes,1,https://api.soundcloud.com/playlists/5703642,375,ep,True,,2013-05-13T00:00:00Z,2013-05-15T08:26:00Z,https://i1.sndcdn.com/avatars-YSnq2UBxC8KPiuHz-Dyoxwg-large.jpg,Future,565884,Future Classic,375,user,2022-02-24T03:27:51Z,Classic,futureclassic,https://soundcloud.com/futureclassic,https://api.soundcloud.com/users/375,soundcloud:users:375,future classic,True,Los Angeles / Sydney,,False,True,True,soundcloud:system-playlists:artist-stations:375,artist-stations:375
